image_id,label,reviewer,event_ts
Duodenum_AAGAB_Female_62_3515.jpg,usable,expert,2026-07-26T09:36:17.487768
Duodenum_ABHD2_Male_50_1904.jpg,usable,expert,2026-07-26T09:36:20.038859
Duodenum_ABHD8_Male_50_1904.jpg,usable,expert,2026-07-26T09:36:21.661927
Duodenum_ABI3_Female_61_3614.jpg,unusable,expert,2026-07-26T09:36:27.064914
Duodenum_ABI3_Male_59_1961.jpg,usable,expert,2026-07-26T09:36:39.379415
Duodenum_AK5_Female_62_3515.jpg,usable,expert,2026-07-26T09:36:40.763008
Duodenum_AKR1C3_Male_54_2562.jpg,usable,expert,2026-07-26T09:36:54.007363
Duodenum_ALDH4A1_Male_50_1904.jpg,unusable,expert,2026-07-26T09:37:13.355518
Duodenum_ALG12_Male_55_1920.jpg,unusable,expert,2026-07-26T09:37:29.301462
Duodenum_ALKBH5_Male_66_2329.jpg,usable,expert,2026-07-26T09:37:52.278156
Duodenum_APOO_Male_54_2562.jpg,usable,expert,2026-07-26T09:37:56.167481
Duodenum_ARGLU1_Female_60_3548.jpg,unusable,expert,2026-07-26T09:38:01.692290
Duodenum_ARHGEF11_Male_50_1904.jpg,usable,expert,2026-07-26T09:38:03.835637
Duodenum_ATP5PD_Female_62_3515.jpg,usable,expert,2026-07-26T09:38:05.258160
Duodenum_BBS4_Male_35_3219.jpg,usable,expert,2026-07-26T09:38:20.040099
Duodenum_BCAS1_Male_55_1920.jpg,usable,expert,2026-07-26T09:38:23.489616
Duodenum_BCL2L15_Male_55_1920.jpg,usable,expert,2026-07-26T09:38:25.906708
Duodenum_BCL2L2_Male_35_3219.jpg,usable,expert,2026-07-26T09:38:29.116164
Duodenum_BIRC3_Female_64_2338.jpg,usable,expert,2026-07-26T09:38:32.001310
Duodenum_BPNT2_Male_54_2562.jpg,usable,expert,2026-07-26T09:38:45.062135
Duodenum_CALML4_Male_55_1920.jpg,usable,expert,2026-07-26T09:38:47.617702
Duodenum_CARD6_Male_59_1961.jpg,usable,expert,2026-07-26T09:38:49.887512
Duodenum_CDC42EP4_Male_50_1904.jpg,usable,expert,2026-07-26T09:38:53.387490
Duodenum_CDHR5_Male_50_1904.jpg,usable,expert,2026-07-26T09:39:05.404105
Duodenum_CDKN2C_Male_66_2329.jpg,usable,expert,2026-07-26T09:39:07.940201
Duodenum_CHCHD1_Male_55_1920.jpg,usable,expert,2026-07-26T09:39:11.671388
Duodenum_CMAS_Male_55_1920.jpg,usable,expert,2026-07-26T09:39:15.684805
Duodenum_CNNM3_Male_54_2562.jpg,usable,expert,2026-07-26T09:39:17.735362
Duodenum_COX4I1_Male_66_2329.jpg,usable,expert,2026-07-26T09:39:21.460465
Duodenum_DDX28_Female_67_3479.jpg,usable,expert,2026-07-26T09:39:23.458575
Duodenum_DNPH1_Male_54_2562.jpg,usable,expert,2026-07-26T09:39:25.151869
Duodenum_EBAG9_Female_60_3548.jpg,unusable,expert,2026-07-26T09:39:29.024572
Duodenum_EIF3I_Female_62_3515.jpg,usable,expert,2026-07-26T09:39:36.523540
Duodenum_EIF4A2_Male_50_1904.jpg,usable,expert,2026-07-26T09:39:38.747601
Duodenum_EMC9_Female_61_3614.jpg,unusable,expert,2026-07-26T09:39:41.040206
Duodenum_EXOSC8_Male_50_1904.jpg,usable,expert,2026-07-26T09:40:05.708452
Duodenum_FAM50A_Female_64_2338.jpg,usable,expert,2026-07-26T09:40:08.402237
Duodenum_FLAD1_Male_55_1920.jpg,usable,expert,2026-07-26T09:40:11.424840
Duodenum_FRY_Male_55_1920.jpg,usable,expert,2026-07-26T09:40:13.558783
Duodenum_FUT11_Male_50_1904.jpg,usable,expert,2026-07-26T09:40:18.839716
Duodenum_GALC_Male_54_2562.jpg,usable,expert,2026-07-26T09:40:22.032067
Duodenum_GBP4_Male_55_1920.jpg,usable,expert,2026-07-26T09:40:23.377710
Duodenum_GCSH_Male_55_1920.jpg,usable,expert,2026-07-26T09:40:24.724296
Duodenum_GLP2R_Female_67_3479.jpg,usable,expert,2026-07-26T09:40:27.303606
Duodenum_GMCL1_Male_55_1920.jpg,unusable,expert,2026-07-26T09:40:33.308400
Duodenum_H1-4_Male_50_1904.jpg,usable,expert,2026-07-26T09:40:36.374767
Duodenum_H2BC12L_Male_55_1920.jpg,usable,expert,2026-07-26T09:40:41.056669
Duodenum_HMGCR_Male_50_1904.jpg,usable,expert,2026-07-26T09:40:42.192403
Duodenum_HNRNPU_Male_50_1904.jpg,usable,expert,2026-07-26T09:40:43.238913
"Small_intestine,_NOS_DCLK1_Female_71_3004.jpg",usable,expert,2026-07-26T09:40:45.672243
