image_id,label,reviewer,event_ts
Duodenum_A1CF_Female_67_3479.jpg,usable,expert,2026-07-23T13:29:39.633668
Duodenum_AAAS_Male_35_3219.jpg,usable,expert,2026-07-23T13:29:45.737383
Duodenum_AACS_Male_59_1961.jpg,usable,expert,2026-07-23T13:29:48.521626
Duodenum_AAGAB_Female_62_3515.jpg,usable,expert,2026-07-23T13:29:50.281994
Duodenum_AASS_Male_50_1904.jpg,usable,expert,2026-07-23T13:30:02.441363
Duodenum_AATF_Male_50_1904.jpg,usable,expert,2026-07-23T13:30:05.042079
Duodenum_ABCA4_Female_61_3614.jpg,usable,expert,2026-07-23T13:30:08.906108
Duodenum_ABCA9_Male_55_1920.jpg,usable,expert,2026-07-23T12:51:51.678848
Duodenum_ABCG2_Female_67_3479.jpg,usable,expert,2026-07-23T12:51:54.214380
Duodenum_ABCG4_Male_59_1961.jpg,usable,expert,2026-07-23T12:51:55.782707
Duodenum_ABCG8_Female_60_3548.jpg,unusable,expert,2026-07-23T12:52:05.622740
Duodenum_ABHD17C_Female_62_3515.jpg,usable,expert,2026-07-23T12:52:10.319112
Duodenum_ABHD2_Male_50_1904.jpg,usable,expert,2026-07-23T12:52:11.711320
Duodenum_ABHD8_Male_50_1904.jpg,usable,expert,2026-07-23T12:52:13.334476
Duodenum_ABHD8_Male_54_2562.jpg,usable,expert,2026-07-23T12:52:15.646930
Duodenum_ABI3_Female_61_3614.jpg,unusable,expert,2026-07-23T12:52:19.591773
Duodenum_ABI3_Male_59_1961.jpg,usable,expert,2026-07-23T12:52:22.134634
Duodenum_ACADS_Female_60_3548.jpg,unusable,expert,2026-07-23T12:52:25.207468
Duodenum_ACAN_Male_54_2562.jpg,unusable,expert,2026-07-23T12:52:48.622644
Duodenum_ACAT1_Male_66_2329.jpg,usable,expert,2026-07-23T12:52:50.471148
Duodenum_ACBD3_Male_54_2562.jpg,usable,expert,2026-07-23T12:52:59.063271
Duodenum_ACBD5_Male_66_2329.jpg,usable,expert,2026-07-23T12:53:03.072464
Duodenum_ACO1_Female_60_3548.jpg,unusable,expert,2026-07-23T12:53:09.207789
Duodenum_ACOT2_Female_62_3515.jpg,usable,expert,2026-07-23T12:53:12.360065
Duodenum_ACSF2_Male_50_1904.jpg,usable,expert,2026-07-23T12:53:14.031530
Duodenum_ACSL1_Female_61_3614.jpg,unusable,expert,2026-07-23T12:53:16.230972
Duodenum_ACSL6_Female_67_3479.jpg,usable,expert,2026-07-23T12:53:19.672304
Duodenum_ACSM2B_Male_59_1961.jpg,usable,expert,2026-07-23T12:53:21.502755
Duodenum_ACTBL2_Male_55_1920.jpg,usable,expert,2026-07-23T12:53:23.111684
Duodenum_ACTC1_Male_55_1920.jpg,usable,expert,2026-07-23T12:53:25.250676
Duodenum_ACTN1_Male_50_1904.jpg,usable,expert,2026-07-23T12:53:27.351472
Duodenum_ACVR2A_Male_55_1920.jpg,usable,expert,2026-07-23T12:53:30.351470
Duodenum_ADGRG1_Male_35_3219.jpg,usable,expert,2026-07-23T12:53:37.016400
Duodenum_ADGRL1_Male_50_1904.jpg,usable,expert,2026-07-23T12:53:38.223667
Duodenum_ADH6_Female_67_3479.jpg,usable,expert,2026-07-23T12:53:40.296308
Duodenum_AFG3L2_Male_50_1904.jpg,unusable,expert,2026-07-23T12:53:51.303987
Duodenum_AGPAT1_Female_67_3479.jpg,usable,expert,2026-07-23T12:53:54.192255
Duodenum_AGPAT2_Male_50_1904.jpg,usable,expert,2026-07-23T12:53:55.416209
Duodenum_AGR2_Male_54_2562.jpg,usable,expert,2026-07-23T12:53:57.112165
Duodenum_AGTPBP1_Female_67_3479.jpg,usable,expert,2026-07-23T12:53:59.208041
Duodenum_AHNAK_Female_60_3548.jpg,unusable,expert,2026-07-23T12:54:03.071500
Duodenum_AHNAK_Male_50_1904.jpg,usable,expert,2026-07-23T12:54:18.648000
Duodenum_AIP_Female_67_3479.jpg,usable,expert,2026-07-23T12:54:24.825126
Duodenum_AK4_Male_55_1920.jpg,usable,expert,2026-07-23T12:54:27.248391
Duodenum_AK5_Female_62_3515.jpg,usable,expert,2026-07-23T12:54:28.488545
Duodenum_AKAP1_Male_50_1904.jpg,usable,expert,2026-07-23T12:55:05.072519
Duodenum_AKAP8_Female_67_3479.jpg,usable,expert,2026-07-23T12:55:06.736937
Duodenum_AKR1C3_Male_54_2562.jpg,usable,expert,2026-07-23T12:55:14.945253
Duodenum_ALDH1B1_Female_60_3548.jpg,unusable,expert,2026-07-23T12:55:38.897891
Duodenum_ALDH4A1_Male_50_1904.jpg,usable,expert,2026-07-23T12:55:45.777534
Duodenum_ALDOB_Female_75_1098.jpg,usable,expert,2026-07-23T12:56:41.620361
Duodenum_ALDOB_Male_84_139.jpg,usable,expert,2026-07-23T12:56:44.105727
Duodenum_ALG12_Male_55_1920.jpg,usable,expert,2026-07-23T12:56:47.433848
Duodenum_ALG13_Male_50_1904.jpg,usable,expert,2026-07-23T12:56:48.586133
Duodenum_ALG6_Female_61_3614.jpg,unusable,expert,2026-07-23T12:56:52.633617
Duodenum_ALG8_Female_67_3479.jpg,usable,expert,2026-07-23T12:56:54.298310
Duodenum_ALKBH4_Female_67_3479.jpg,unusable,expert,2026-07-23T12:57:01.219990
Duodenum_ALKBH5_Male_66_2329.jpg,unusable,expert,2026-07-23T12:57:25.515162
Duodenum_ALPP_Male_55_1920.jpg,usable,expert,2026-07-23T12:57:28.015439
Duodenum_ANAPC16_Male_35_3219.jpg,usable,expert,2026-07-23T12:57:30.796410
Duodenum_ANKHD1_Male_50_1904.jpg,usable,expert,2026-07-23T12:57:33.050726
Duodenum_ANKRA2_Female_67_3479.jpg,usable,expert,2026-07-23T12:57:50.826593
Duodenum_ANKRD12_Male_55_1920.jpg,usable,expert,2026-07-23T12:57:52.922980
Duodenum_ANLN_Male_59_1961.jpg,usable,expert,2026-07-23T12:57:56.698291
Duodenum_ANPEP_Male_66_2329.jpg,usable,expert,2026-07-23T12:58:05.298812
Duodenum_AP5Z1_Male_55_1920.jpg,unusable,expert,2026-07-23T12:58:34.283572
Duodenum_APC_Male_59_1961.jpg,usable,expert,2026-07-23T12:58:36.419825
Duodenum_APEX1_Male_50_1904.jpg,usable,expert,2026-07-23T12:58:37.790070
Duodenum_APH1A_Male_55_1920.jpg,usable,expert,2026-07-23T12:58:39.147225
Duodenum_API5_Male_50_1904.jpg,usable,expert,2026-07-23T12:58:41.619809
Duodenum_APIP_Male_55_1920.jpg,usable,expert,2026-07-23T12:58:43.283134
Duodenum_APOO_Male_54_2562.jpg,usable,expert,2026-07-23T13:00:15.774374
Duodenum_APPBP2_Female_62_3515.jpg,usable,expert,2026-07-23T13:00:17.596492
Duodenum_APTX_Male_59_1961.jpg,usable,expert,2026-07-23T13:00:19.662083
Duodenum_AQP10_Male_59_1961.jpg,usable,expert,2026-07-23T13:00:23.060063
Duodenum_ARAF_Male_59_1961.jpg,usable,expert,2026-07-23T13:00:25.532607
Duodenum_ARFGEF1_Male_50_1904.jpg,usable,expert,2026-07-23T13:00:30.356610
Duodenum_ARFRP1_Male_55_1920.jpg,unusable,expert,2026-07-23T13:01:19.909459
Duodenum_ARG2_Female_48_75.jpg,unusable,expert,2026-07-23T13:01:41.871321
Duodenum_ARGLU1_Female_60_3548.jpg,unusable,expert,2026-07-23T13:01:46.437861
Duodenum_ARHGAP12_Male_54_2562.jpg,usable,expert,2026-07-23T13:01:48.182801
Duodenum_ARHGEF11_Male_50_1904.jpg,usable,expert,2026-07-23T13:01:49.189820
Duodenum_ARHGEF16_Male_54_2562.jpg,usable,expert,2026-07-23T13:01:50.149711
Duodenum_ARL15_Female_67_3479.jpg,usable,expert,2026-07-23T13:01:51.399766
Duodenum_ARL16_Female_62_3515.jpg,usable,expert,2026-07-23T13:01:52.501386
Duodenum_ARL17A_Male_55_1920.jpg,usable,expert,2026-07-23T13:01:56.494148
Duodenum_ARL17B_Male_55_1920.jpg,usable,expert,2026-07-23T13:01:59.694362
Duodenum_ARL6IP1_Female_62_3515.jpg,usable,expert,2026-07-23T13:02:01.815579
Duodenum_ARL6IP4_Female_67_3479.jpg,usable,expert,2026-07-23T13:02:03.998263
Duodenum_ARPC2_Female_64_2338.jpg,usable,expert,2026-07-23T13:02:08.430130
Duodenum_ARPIN-AP3S2_Male_55_1920.jpg,usable,expert,2026-07-23T13:02:11.288193
Duodenum_ASB6_Male_50_1904.jpg,usable,expert,2026-07-23T13:02:13.286569
Duodenum_ASCC2_Female_64_2338.jpg,usable,expert,2026-07-23T13:02:19.806187
Duodenum_ATF6B_Male_55_1920.jpg,usable,expert,2026-07-23T13:03:01.583405
Duodenum_ATG12_Male_54_2562.jpg,usable,expert,2026-07-23T13:03:03.150526
Duodenum_ATIC_Male_50_1904.jpg,usable,expert,2026-07-23T13:03:04.494936
Duodenum_ATM_Male_66_2329.jpg,unusable,expert,2026-07-23T13:03:08.174267
Duodenum_ATP2A3_Male_50_1904.jpg,usable,expert,2026-07-23T13:03:10.294462
Duodenum_ATP2B1_Female_53_3413.jpg,usable,expert,2026-07-23T13:03:14.175262
Duodenum_ATP5IF1_Male_54_2562.jpg,usable,expert,2026-07-23T13:03:21.230943
